2.47526	2.31465	2.11404	2.16794	2.20057
2.94125	2.85894	2.62854	2.84029	2.67499
3.40307	3.45161	4.01124	3.50616	3.63583
4.37961	4.17316	4.06694	3.85822	3.83874
3.55952	3.53418	3.25062	3.36205	3.30988
2.90352	2.70774	2.71693	2.7004	2.7234
2.10211	2.20365	2.06948	2.02015	2.04775
1.88381	1.84067	1.80839	1.79496	1.68651
2.47526	2.31465	2.11404	2.16794	2.20057
