2.08414	2.04989	2.10932	2.03721	1.91498
1.63009	1.66017	1.67016	1.50448	1.42264
1.55224	1.53306	1.54307	1.56339	1.53106
2.43941	2.21289	1.82215	2.02556	1.80029
3.42165	3.10111	3.16888	2.95444	2.71328
3.66542	3.58865	3.43422	3.3977	3.26656
3.23929	3.32998	3.20637	3.13487	3.11666
2.89244	2.70151	2.55276	2.61392	2.63992
2.08414	2.04989	2.10932	2.03721	1.91498
